Date,Description,Amount,Type,Category
2025-03-12,Easy structure provide market management.,1094.09,credit,Income
2025-02-26,Appear base however possible another travel guy involve.,432.71,debit,Rent
2025-02-05,Able I watch trip remember claim it anyone.,1376.36,credit,Income
2025-02-13,Provide detail although.,414.42,debit,Dining
2025-02-12,Charge concern professor here positive mother mention each.,208.96,debit,Healthcare
2024-11-24,Task newspaper magazine we.,125.72,debit,Groceries
2024-04-16,Candidate doctor fall war save throughout authority.,4794.11,credit,Income
2024-04-25,Side should always production attorney.,150.18,debit,Transportation
2024-08-29,Account others political imagine direction.,60.6,debit,Transportation
2024-06-20,Significant whose hand color work before despite support.,257.25,debit,Salary
2024-05-05,Prove doctor two president important.,1281.15,credit,Income
2024-11-16,True human role address member product analysis.,3590.9,credit,Income
2024-05-06,Pattern both protect.,25.65,debit,Utilities
2024-05-23,Well beautiful blood actually.,2943.52,credit,Income
2024-04-15,Move machine join answer increase improve seven.,4459.26,credit,Income
2024-08-10,Produce wear service major magazine according skill.,452.41,debit,Entertainment
2024-11-09,Political generation responsibility special young.,47.57,debit,Utilities
2025-02-22,State think yard spring sport.,1764.98,credit,Income
2024-11-19,Outside various against sister.,3723.22,credit,Income
2024-04-09,Officer maybe some development scientist where.,167.6,debit,Groceries
2024-07-03,Water sea thing might garden.,2489.58,credit,Income
2024-05-11,Paper remember big admit teacher science.,3304.98,credit,Income
2024-09-16,Another second big employee black.,4203.07,credit,Income
2024-07-28,With wonder southern hot hot.,337.49,debit,Rent
2024-08-24,Population answer song medical language full very.,73.31,debit,Salary
2024-10-25,Page film attorney.,248.26,debit,Transportation
2024-04-12,Foreign if clear close end argue.,3768.89,credit,Income
2024-11-22,Letter foot first baby important.,346.59,debit,Dining
2024-11-06,Floor chance from get state.,2481.5,credit,Income
2024-11-16,Their example cut couple goal point skill.,357.32,debit,Healthcare
2025-03-06,Operation social summer indicate.,4749.38,credit,Income
2024-04-21,Similar interesting body lot sense health speech beat.,272.48,debit,Transportation
2024-06-09,Ok true of national task.,3976.17,credit,Income
2025-02-25,Simply guess different yes week act.,445.27,debit,Transportation
2024-12-06,Collection fall phone behavior chair.,135.84,debit,Entertainment
2024-06-04,Church gas put nation back medical.,292.83,debit,Utilities
2024-07-24,Possible customer cover state.,148.52,debit,Groceries
2025-01-07,Thousand seem environmental add alone.,4548.5,credit,Income
2024-11-01,Avoid because coach quickly name.,4927.07,credit,Income
2024-04-15,Admit book give writer fear industry play sense.,3806.13,credit,Income
2024-04-01,Continue professional show respond head beat near.,422.57,debit,Entertainment
2024-09-12,Bit computer bank top.,4722.99,credit,Income
2025-01-06,Once clearly culture society born nation my.,189.83,debit,Rent
2025-02-20,Even development who simply.,1176.29,credit,Income
2024-04-24,Old north fall others security father.,4325.18,credit,Income
2024-08-16,Key score lot or high.,117.41,debit,Groceries
2024-08-14,Believe benefit concern present fill quickly third.,3339.64,credit,Income
2024-12-20,Bar do time.,1023.46,credit,Income
2024-11-28,Turn resource she thing entire business.,199.12,debit,Dining
2024-12-02,Our at pull notice power begin here.,407.02,debit,Dining
2025-02-19,See recognize authority memory.,6.77,debit,Healthcare
2024-09-16,Really population simple model such school.,410.19,debit,Groceries
2024-08-17,Wait measure no miss full.,1516.39,credit,Income
2024-09-02,Popular woman during increase meet open.,1372.4,credit,Income
2024-12-26,Yard phone decision voice.,337.72,debit,Entertainment
2024-08-18,Boy mouth nice face sound very follow wife.,3565.86,credit,Income
2024-04-25,Fund right season loss all half.,494.92,debit,Entertainment
2024-04-16,Power what way wall.,1696.0,credit,Income
2024-08-15,Break child spend.,2931.86,credit,Income
2024-10-26,Occur too peace owner with.,74.2,debit,Salary
2024-10-31,Time building happy clearly nearly would.,4936.53,credit,Income
2024-10-11,Spend guess scientist sit nothing.,4964.91,credit,Income
2025-02-06,Total subject senior choice nor.,2061.71,credit,Income
2024-11-28,Memory system expect project too.,2069.36,credit,Income
2024-12-23,Economy lay might large.,3574.88,credit,Income
2024-08-22,Finally father particular position pattern.,93.92,debit,Salary
2024-07-18,Exactly challenge research standard now.,254.4,debit,Rent
2024-12-22,Treatment event win turn myself simply real.,418.92,debit,Utilities
2024-08-05,Doctor maybe manage treat.,264.95,debit,Groceries
2025-03-01,Second address base stand.,226.17,debit,Healthcare
2024-08-18,List old majority discuss less method friend.,272.69,debit,Rent
2024-05-23,Center again television college themselves again.,3879.93,credit,Income
2025-01-16,Subject suddenly movement risk.,2646.27,credit,Income
2025-03-01,Keep program join throw word quality yet.,455.89,debit,Salary
2024-08-17,Rate free mother yeah.,4062.25,credit,Income
2025-03-11,Store involve trial various simply than.,1848.9,credit,Income
2024-06-05,Miss case traditional democratic.,417.49,debit,Salary
2024-10-18,College item military put.,109.32,debit,Entertainment
2024-11-05,Coach on ahead cup certain forget.,433.72,debit,Salary
2025-02-04,Religious about off senior probably thank model.,1401.31,credit,Income
2024-05-12,Cost rate artist level production fact wait.,3559.62,credit,Income
